year,state,total_votes,dem,rep,other
1976,AK,123574,0.3565313091750692,0.5790457539611893,0.054906371890527134
1976,AL,1182850,0.55727268884473935,0.42614870862746757,0.01631821448197151
1976,AR,767535,0.6496172812966184,0.3490433661005687,0.001339352602812901
1976,AZ,742719,0.39799978188251545,0.5636613577948053,0.03830923942971703
1976,CA,7803770,0.47954821836112543,0.4974831395594693,0.02296864207940521
1976,CO,1081440,0.4260994599792869,0.5402777777777777,0.033622762242935346
1976,CT,1386355,0.46733700964038793,0.5188144450735923,0.013848545286019814
1976,DC,168830,0.8163122667772316,0.16509506604276492,0.016886809216371496
1976,DE,235642,0.5196908870235357,0.46587620203529084,0.014432910941173474
1976,FL,3150631,0.5192610623078361,0.46642434483758966,0.01427269648524375
1976,GA,1463152,0.6693829485931742,0.3306170514068258,NA
1976,HI,291301,0.5059199934088795,0.48061283689379714,0.013467169697323388
1976,IA,1279303,0.48458496540694423,0.49469437654722925,0.020720658045826516
1976,ID,340932,0.37118545633733413,0.5988026937923104,0.030011849870355378
1976,IL,4721282,0.48107590268914247,0.5007684353529401,0.017220110978331732
1976,IN,2220362,0.45700385792947273,0.5332274647107094,0.009768677359817903
1976,KS,957845,0.44936393675385894,0.5248782423043394,0.025757820941801648
1976,KY,1167142,0.5275424926872652,0.45568748275702525,0.016770024555709587
1976,LA,1277383,0.5177499622274604,0.45988243150253294,0.022367606270006724
1976,MA,2547558,0.5611157822510813,0.40441709276098914,0.034467124987929615
1976,MD,1432273,0.5303541992343639,0.46964580076563617,NA
1976,ME,482968,0.480940766261947,0.489307780225605,0.02975145351244803
1976,MI,3651590,0.46465074118397737,0.518607510700818,0.01674174811520461
1976,MN,1949931,0.5489630145887213,0.4202174333348206,0.030644161254936714
1976,MO,1953600,0.5110498566748567,0.47473536036036035,0.014214782964782964
1976,MS,768390,0.4962701232447065,0.4774216218326631,0.026308254922630434
1976,MT,328734,0.4540418697183741,0.5283998612860246,0.017558268995601308
1976,NC,1677906,0.5526918671248569,0.4421940204040036,0.005114112471139623
1976,ND,297308,0.4577004318753616,0.5169184818437446,0.02538108628089389
1976,NE,606749,0.38449671940126806,0.5920388826351588,0.023464397963573077
1976,NH,339627,0.43472692100451377,0.5474682519352113,0.017804827060274947
1976,NJ,3014472,0.4792391503387658,0.500813409446165,0.019947440215069175
1976,NM,416590,0.4828440433039679,0.5074989798122854,0.00965697688374661
1976,NV,201876,0.4580980403812241,0.5016594345043492,0.04024252511442668
1976,NY,6668262,0.508312060923821,0.4650073737354651,0.026680565340713967
1976,OH,4110456,0.4889868666639419,0.48671631565938184,0.024296817676676262
1976,OK,1092251,0.48747220190231,0.4996177618514426,0.012910036246247428
1976,OR,1029876,0.47618062757069785,0.4778439346096035,0.04004559772244425
1976,PA,4620787,0.5039567935072532,0.4773221531310575,0.018721053361689253
1976,RI,410584,0.5544200455935935,0.4414419461060343,0.004138008300372153
1976,SC,802583,0.5616951766982355,0.43129371043244125,0.006162602497187207
1976,SD,300678,0.48912125263570994,0.5038779026067753,0.007000844757514684
1976,TN,1476346,0.5594074830696869,0.4294176297426213,0.011019097149313237
1976,TX,4071884,0.511389568072175,0.4797042351894111,0.008173857604980888
1976,UT,541218,0.3364817873758818,0.6243473055219892,0.0391709071021289
1976,VA,1697094,0.47958215632133516,0.4929332140706408,0.02748462960802407
1976,VT,183902,0.42304053245750456,0.5458722580504834,0.03108720949201205
1976,WA,1555534,0.46114260440466104,0.49997749968821,0.038879895907129
1976,WI,2101336,0.4950336357441171,0.4782609730190698,0.02670539123681315
1976,WV,750590,0.5806951864533234,0.4193048135466766,NA
1976,WY,156343,0.39809265525159426,0.5930358250769142,NA
1980,AK,158445,0.2640790179557575,0.5434819653507527,0.18703019975385782
1980,AL,1341929,0.47448859067804633,0.4875012016284021,0.038010207693551595
1980,AR,837582,0.4752263062004675,0.4813427222648051,0.043430971534727345
1980,AZ,873945,0.28244683589928427,0.6060884838290739,0.1114646802716418
1980,CA,8582938,0.35919436910764124,0.5269750288304541,0.11383060206190468
1980,CO,1184450,0.3107003250453797,0.5506893494871037,0.13861032546751656
1980,CT,1406285,0.3852220566954778,0.4815595700729226,0.13262389913851033
1980,DC,173889,0.7489317898199426,0.134068284940393,0.11303187665694782
1980,DE,235668,0.4487414498362103,0.47207087937267683,0.07918767079111293
1980,FL,3686927,0.38500219830769633,0.5551916270650328,0.05972887448002089
1980,GA,1596805,0.5579610534786652,0.409673065903476,0.032365880617858785
1980,HI,303287,0.4480211812573569,0.42900618885741887,0.12297262988522423
1980,IA,1317661,0.3860416298273987,0.5130500181761469,0.10051447223527143
1980,ID,437431,0.25190715792890767,0.6645596676961624,0.08353317437492999
1980,IL,4749721,0.41716408184817594,0.49646052894475273,0.08624822384304257
1980,IN,2242033,0.3765319243739945,0.5600524167128673,0.0634156589131382
1980,KS,979795,0.33287575462214036,0.578500604718334,0.08862364065952572
1980,KY,1295627,0.4765391582608266,0.4903216743707873,0.03313916736838612
1980,LA,1548591,0.45748231779727505,0.5119834740095996,0.030534208193125235
1980,MA,2524090,0.41749779128319514,0.41901477364119344,0.1625805735928592
1980,MD,1540496,0.4713812953749961,0.44180965091762653,0.08680905370737736
1980,ME,523011,0.42250354199051265,0.45605541757247936,0.12128043196032205
1980,MI,3909725,0.42497413500949555,0.48986181892588354,0.08491952758825749
1980,MN,2051916,0.4650156244212726,0.4255866224543305,0.10926080794730389
1980,MO,2099824,0.4434571659339068,0.511557635306578,0.0446975556046602
1980,MS,891750,0.48139164564059433,0.49463302495093914,0.023975329408466497
1980,MT,363952,0.32430650195630195,0.5682452631116192,0.10744823493207896
1980,NC,1855833,0.47182855353903075,0.49304975178262267,0.035121694678346596
1980,ND,301116,0.262985029025359,0.6432570836488264,0.09375788732581464
1980,NE,639533,0.2602273846697512,0.6555001852914548,0.08427243003879394
1980,NH,383990,0.28350738300476575,0.5773718065574625,0.13894372249277326
1980,NJ,2975684,0.3855799204485422,0.5197315978443948,0.09468848170706298
1980,NM,456237,0.36784828937591646,0.5496682645204137,0.0824834461036698
1980,NV,243692,0.2735666332912037,0.6361185430789685,0.09031482362982782
1980,NY,6201959,0.4399209991552669,0.4665995050918589,0.09330793705666225
1980,OH,4283603,0.40909813537809175,0.5151142624561613,0.07578760216574693
1980,OK,1149708,0.3496766135401337,0.6049970949145348,0.04532629154533151
1980,OR,1181516,0.3866981065004621,0.48331465676300617,0.12853740448711656
1980,PA,4561501,0.4247593062020594,0.49586134037896734,0.07937935341897327
1980,RI,415967,0.4768214786269103,0.3721280774676837,0.15105044390540595
1980,SC,888258,0.4820896631384125,0.4945376230779796,0.023372713783607914
1980,SD,327703,0.3169180630021696,0.605252316884496,0.07782962011333433
1980,TN,1617616,0.4840771851910466,0.48698887745917446,0.02883997190927884
