year,state,total_votes,dem,rep,other
1980,TX,4541636,0.414200301389191,0.5528195126161586,0.03286392832891055
1980,UT,604152,0.20568664839311962,0.7277754604801441,0.06653789112673632
1980,VA,1866032,0.40308740686118993,0.5303279900880585,0.06658460305075155
1980,VT,213299,0.3842118340920492,0.4436401483363729,0.17021176845648597
1980,WA,1742394,0.3731607202504141,0.4965834363525127,0.13025584339707322
1980,WI,2273221,0.4318031550825899,0.47898774470234085,0.08862094798525968
1980,WV,737715,0.49810834807479853,0.45302860860901567,0.04886304331618579
1980,WY,176713,0.27970211586018007,0.6264394809663126,0.09385840317350733
1984,AK,207605,0.29867777751017555,0.666539823221984,0.034782399267840367
1984,AL,1441713,0.38280781265064545,0.6054249354760621,0.011767251873292396
1984,AR,884406,0.38290785001458605,0.6046702532547269,0.012421896730687037
1984,AZ,1025897,0.32542643169830887,0.6642148285841561,0.010358739717534995
1984,CA,9505041,0.41267775699231596,0.5751694285169312,0.012152814490752855
1984,CO,1295380,0.3512289830011271,0.6344215596967685,0.014349457302104402
1984,CT,1466900,0.3882998159383734,0.6073195173495126,0.004380666712113982
1984,DC,211288,0.853848775131574,0.137296013024876,0.008855211843550035
1984,DE,254572,0.3993212136448627,0.5978269409047342,0.0028518454504030295
1984,FL,4180051,0.3466024696827862,0.653185810412361,2.1171990485283553e-4
1984,GA,1776103,0.3978530524412154,0.6017229856601785,4.2396189860610564e-4
1984,HI,335846,0.43815915627996166,0.5509965877217534,0.010844255998284928
1984,IA,1319805,0.4588708180375131,0.5327211216808544,0.008408060281632514
1984,ID,411144,0.2639221294728854,0.723646702858366,0.012431167668748662
1984,IL,4819088,0.43296553206747834,0.5617459154097206,0.0052885525228009945
1984,IN,2233069,0.3768271378985602,0.6167431458678617,0.006429716233578094
1984,KS,1021991,0.32598036577621525,0.66272207876586,0.011297555457924777
1984,KY,1369345,0.39401246581394755,0.6000693762346231,0.005918157951429333
1984,LA,1706822,0.38175392630280136,0.6077370692433072,0.010509004453891501
1984,MA,2559383,0.4843378267340214,0.5122078250890938,0.0034543481768848196
1984,MD,1675873,0.4701639086016661,0.5250505259050059,0.004785565493327955
1984,ME,553144,0.3878104074165136,0.6083406852465181,0.003848907336968312
1984,MI,3801658,0.4023607594370667,0.5922602717025045,0.005378968860428792
1984,MN,2084449,0.49718846563288427,0.49538415187898577,0.007427382488129956
1984,MO,2122771,0.39975249332122964,0.6002475066787704,NA
1984,MS,941104,0.3742328159268264,0.6188232118873154,0.006943972185858311
1984,MT,384377,0.381765818454278,0.6047448208399566,0.013489360705765433
1984,NC,2175361,0.37891963678672186,0.6189689895148437,0.0021113736984344207
1984,ND,308971,0.33798964951403204,0.6483974224118121,0.013612928074155827
1984,NE,652090,0.28809826864389887,0.7055069085555675,0.0063948228005336685
1984,NH,388904,0.30945168987719335,0.6866733178367926,0.003874992286014029
1984,NJ,3217862,0.3919754793710855,0.6009051973018109,0.007119323327103524
1984,NM,514370,0.392264323347007,0.5970429846219647,0.010692692031028248
1984,NV,282717,0.32419345140193195,0.6676995016217631,0.008107046976304927
1984,NY,6806810,0.45830704838242875,0.5383965469875022,0.0032964046300690045
1984,OH,4563235,0.40003199484576185,0.5869868634861014,0.012981141668136749
1984,OK,1255676,0.30667146620625063,0.6861085184394701,0.007220015354279289
1984,OR,1226527,0.43739681230009614,0.559058218856984,0.003544968842919887
1984,PA,4844903,0.45989176666694875,0.5334106792230928,0.006697554109958445
1984,RI,410489,0.4801736465532572,0.5166520905554107,0.0031742628913320452
1984,SC,968529,0.3556517151267541,0.6355400819180427,0.0088082029552032
1984,SD,317867,0.365287997810405,0.6300339450147389,0.004678057174856151
1984,TN,1711993,0.4157224941924412,0.5783972247550078,0.005880281052551032
1984,TX,5397571,0.36113948292667203,0.636106129961051,0.0027543871122769855
1984,UT,629656,0.246752194849251,0.7450179145438144,0.00822989060693458
1984,VA,2146635,0.3709293848278818,0.622871610683698,0.006199004488420249
1984,VT,234561,0.408124112704158,0.579230988953833,0.012644898342009115
1984,WA,1874910,0.42580817212559535,0.5609175907110208,0.013274237163383842
1984,WI,2211689,0.4502170060980545,0.5419315283477921,0.007851465554153409
1984,WV,735742,0.44597834567008543,0.551121181066189,0.0029004732637255993
1984,WY,188968,0.28242877100884806,0.7050982176876508,0.012473011303501123
1988,AK,200116,0.362709628415519,0.595909372563913,0.03659877271182714
1988,AL,1378476,0.39863298309147205,0.5916504893810266,0.009349455485623253
1988,AR,827738,0.4219173216645847,0.563678361993771,0.014404316341644336
1988,AZ,1171873,0.387438741228785,0.5995026764845679,0.012811115197636605
1988,CA,9887065,0.4755944256460335,0.5112656789451673,0.013057869044048967
1988,CO,1372394,0.45282404324122666,0.5305888833673129,0.016485790523712577
1988,CT,1443394,0.4687451936200372,0.5197756122029051,0.011474344496374517
1988,DC,192877,0.8264697190437429,0.1430445309705149,0.022433986426582744
1988,DE,249891,0.4347775630174756,0.5587996366415757,0.006422800340948653
1988,FL,4302313,0.3850721693191546,0.6087155908926198,0.006148088249274286
1988,GA,1809672,0.394984284444916,0.5975287234371753,0.007478703323033124
1988,HI,354461,0.5426944007944456,0.44751044543687457,0.00979515376867977
1988,IA,1225614,0.5471192398259158,0.4449647278833303,0.007916032290753858
1988,ID,408968,0.36010641419377554,0.6207845112576045,0.01910907454861994
1988,IL,4559120,0.4860455526505115,0.5068826878871361,0.007071759462352384
1988,IN,2168621,0.39686187674102574,0.5984277566250626,0.0047103666339115965
1988,KS,993044,0.4255964488985382,0.5579299608073761,0.01647359029408566
1988,KY,1322517,0.4388359469103233,0.5552147911898297,0.0059492618998470345
1988,LA,1628202,0.4406455710040892,0.5427471529945301,0.016607276001380664
1988,MA,2632801,0.5322905149306765,0.4537505873022686,0.013958897767054935
1988,MD,1714358,0.48199034274054775,0.511075866300971,0.006919791548789692
1988,ME,555035,0.4388353887592674,0.5533542929725153,0.00781031826821732
1988,MI,3669163,0.4567207834593339,0.5356769377648254,0.007602278775840703
1988,MN,2096790,0.5291283342633263,0.4589572632452463,0.01019081548462173
1988,MO,2093228,0.4785044916272857,0.5183157305367595,0.0031797778359548027
1988,MS,931527,0.39067144591622144,0.5988983679485405,0.010430186135238162
1988,MT,365674,0.46198526556440983,0.5207151725307241,0.017299561904866083
1988,NC,2134370,0.41706311464272827,0.5796829977932598,0.002662143864465861
1988,ND,297261,0.429720010361265,0.5603123181312045,0.00996767150753042
1988,NE,661465,0.39191038074576884,0.6016282040621953,0.00646141519203586
1988,NH,450525,0.36334498640475,0.624908717607236,0.011746295988013983
1988,NJ,3099553,0.4259814237730408,0.5624010946094485,0.011617481617510654
1988,NM,521387,0.4689357425482415,0.5185035300074609,0.01238235705915184
1988,NV,343133,0.38684125397440644,0.6004668743606706,0.012691871664922931
1988,NY,6485683,0.5161957499310404,0.47518064018855066,0.008623609880408894
1988,OH,4393585,0.4414684136075665,0.5500175824525985,0.008434342342301332
1988,OK,1171036,0.41281651460757823,0.5792879125833877,0.007895572809034052
1988,OR,1201694,0.5127811239799815,0.4661136695365043,0.021105206483514105
1988,PA,4536251,0.48386740504438575,0.5070457961872039,0.0090867987684103025
1988,RI,404622,0.5563785459021012,0.43932608706397575,0.004164380582370707
1988,SC,986009,0.37581198548897626,0.6150481385058352,0.009139876005188594
1988,SD,312991,0.4650612956922084,0.5284976245323348,0.006441079775456803
1988,TN,1636250,0.4154585179526356,0.5789048128342246,0.0054624904507257445
1988,TX,5427410,0.433493692203095,0.559535579585843,0.0069209807256131375
1988,UT,647008,0.320464352836441,0.6621896483505614,0.017345998812997674
1988,VA,2191609,0.3923140487194568,0.5973519911626572,0.010333960117885992
1988,VT,243328,0.47579809968437664,0.510960514203051,0.01324138611257233
1988,WA,1865253,0.5004768790078343,0.48456429235068915,0.014958828641476518
1988,WI,2191608,0.5141403024628491,0.47795910582549433,0.007900591711656465
1988,WV,653311,0.5219811085378939,0.47460550947404834,0.003413381988057755
1988,WY,176551,0.3801337857049804,0.6053038498790718,0.0145623644159478
1992,AK,258506,0.3028711132430195,0.3945749808515083,0.3011419464151702
1992,AL,1688060,0.4088006350485172,0.4764540359939813,0.1143170266459723
1992,AR,950653,0.5320795284925204,0.3548339930552999,0.11308647845217971
1992,AZ,1486975,0.3652045259671481,0.38473141781132836,0.25005867617142186
1992,CA,11131721,0.46006587840280944,0.32614669375921296,0.21339494584889435
1992,CO,1569180,0.40128028651907366,0.35869052626212417,0.24002918721880218
1992,CT,1616156,0.42218572959541034,0.35783241221763246,0.2199818581869572
1992,DC,227572,0.8464090485648498,0.09095143515019423,0.05966902782416114
1992,DE,289620,0.43523927905531384,0.35326634900904635,0.2114943719356398
1992,FL,5313392,0.3899012156452978,0.4090249693604387,0.20102902251518429
1992,GA,2321133,0.4346868533599755,0.4287785318635339,0.13647085281196725
1992,HI,372842,0.48092757790163126,0.3669704593366627,0.15210196276170604
1992,IA,1354607,0.43285838623305506,0.37272138708865377,0.1944202266782912
1992,ID,482114,0.2841921205358069,0.4203258980241188,0.2954819814400743
1992,IL,5050157,0.48579677819917283,0.3433746713220995,0.17082419417851763
1992,IN,2305871,0.3679390564346401,0.42906780127769506,0.20228928678143748
1992,KS,1157236,0.3373849413602757,0.38881524598266903,0.2736451337497278
1992,KY,1492900,0.4455114207247639,0.4134088016611963,0.14104829526425078
1992,LA,1790017,0.4558453914124838,0.40970895807134794,0.13444565051616827
1992,MA,2773664,0.47541410927927824,0.2902438795758967,0.23434201114482503
1992,MD,1984580,0.4981260518598394,0.3562940269477673,0.14557992119239335
1992,ME,679499,0.3876679730212995,0.30390626034769735,0.30842576663100313
1992,MI,4274673,0.43773687484399393,0.36375647915056897,0.19829282848068144
1992,MN,2347948,0.4348465127847806,0.3185083315303405,0.24558082206249882
1992,MO,2391270,0.4407168575694087,0.3392168178415654,0.22006632458902592
1992,MS,981793,0.40768064143867394,0.4968389467026145,0.09548041185871156
1992,MT,410583,0.3763112452293446,0.3512249654759208,0.2724637892947346
1992,NC,2611850,0.42653368302161304,0.43442808737102057,0.13903822960736642
1992,ND,308133,0.32183505174713517,0.442159716745691,0.23600523150717384
1992,NE,737546,0.29403454157435605,0.4659750035929962,0.23999045483264772
1992,NH,537215,0.38911795091350765,0.37691427082266876,0.23396777826382362
1992,NJ,3343594,0.42953959123027496,0.40581033462794824,0.1646500741417768
1992,NM,569986,0.45898846638338486,0.37338460944654783,0.16762692417006733
1992,NV,506318,0.3735754999822246,0.34726792253089955,0.27915657748687583
1992,NY,7079432,0.48654327070307335,0.3314741917148155,0.1819825375821111
1992,OH,4939967,0.4018128056321024,0.38346612436884697,0.21471256791796384
1992,OK,1390359,0.3402473749585539,0.4264574832830945,0.23329514175835162
1992,OR,1462643,0.42478855058958337,0.32527212723815724,0.24886934132252367
1992,PA,4959810,0.45146164873251193,0.3612721051814485,0.1872662460860396
1992,RI,453365,0.4704796356136888,0.29027604689378317,0.23924431749252809
1992,SC,1228912,0.4276254117463252,0.46993356725298474,0.10244102100069004
1992,SD,336254,0.37140970813730095,0.4065914457523182,0.22199884611038084
1992,TN,1982638,0.47084793088803906,0.42433364033171966,0.1047372238401564
1992,TX,6154018,0.37078458334051023,0.40560021111410466,0.22334676304164205
1992,UT,743998,0.24654501759413333,0.4336463270062554,0.3198086553996113
1992,VA,2559129,0.4058607440265809,0.4495736635394308,0.1443842807455193
1992,VT,289701,0.46113751764750555,0.30418258825478683,0.2329953987041812
1992,WA,2287565,0.43410220037463415,0.31965605348919046,0.24624174613617536
1992,WI,2531064,0.4113155574098482,0.36777220963199664,0.22091223295815515
1992,WV,683677,0.4841482161898089,0.35393029164356854,0.16192149216662255
1992,WY,199884,0.34099777871165277,0.3969652398391067,0.26203698144924054
1996,AK,241620,0.33267113649532326,0.5080125817399221,0.15669232679413955
1996,AL,1534349,0.4315608769582409,0.5012184320516389,0.06648878449427086
1996,AR,884262,0.5373644915194817,0.36800857664357395,0.09462693183694425
1996,AZ,1404405,0.4651706594607681,0.4429441649666585,0.09005308297820074
1996,CA,10019469,0.5109886561852729,0.3820942008004616,0.10683200876214098
1996,CO,1510702,0.44426498409348764,0.457964575409313,0.09777044049719931
1996,CT,1392614,0.5283158147196567,0.34690804487101234,0.12477255003899142
1996,DC,185726,0.8519001109160806,0.09335795742114728,0.05125292096960038
1996,DE,270810,0.518278497839814,0.3657988995975038,0.11592260256268232
1996,FL,5303154,0.4802557119781926,0.42324548749668595,0.09564044340405728
1996,GA,2298899,0.4584146584952188,0.4701568011469838,0.07142854035779736
1996,HI,360120,0.5692880151060757,0.3164028657114295,0.11430911918249473
1996,IA,1234075,0.5026096469015254,0.3992010210076373,0.09818933209083727
1996,ID,491711,0.3364638985094903,0.521841081448249,0.1416950200422606
1996,IL,4311391,0.5431527783028726,0.3680995298269166,0.08840951794907954
1996,IN,2135431,0.41557137645749265,0.4714238015651173,0.11235717754401804
1996,KS,1074300,0.3608479940426324,0.542907009215303,0.09528995625058177
1996,KY,1388708,0.4584217848532593,0.4488222146052302,0.0922454540479352
1996,LA,1783959,0.5200999574541791,0.3994407943231879,0.08045924822263292
1996,MA,2556459,0.614720987115381,0.2808799202334166,0.10259073194602378
1996,MD,1780870,0.5425477435186173,0.38269497492798465,0.0732765446102186
1996,ME,605897,0.5162395588689167,0.3076067384390416,0.17615370269204172
1996,MI,3848844,0.5169482057469723,0.3848459433533809,0.09699042101992182
1996,MN,2192492,0.5110075658200806,0.3495542971194422,0.13811407293618402
1996,MO,2158065,0.4753957827961623,0.41241389856190613,0.11219031864193155
1996,MS,893857,0.4408110022072882,0.4920675231049262,0.06712147468778563
1996,MT,407083,0.41250064483164367,0.44131540742305625,0.1461839477453001
1996,NC,2515807,0.4403553213740164,0.4872941366328975,0.07137669940500205
1996,ND,266411,0.4012784757386144,0.46938752528987165,0.12933399897151393
1996,NE,677415,0.34950658016134867,0.5365499730593506,0.11394344677930072
1996,NH,496597,0.4957057734944029,0.395664895277257,0.10862933122834008
1996,NJ,3075860,0.5372029286118354,0.3586310820388444,0.10416598934932018
1996,NM,556074,0.4918320223567367,0.4185611986893831,0.08960677895388024
1996,NV,464279,0.43933496884416484,0.4291471292046377,0.13151790195119745
1996,NY,6439129,0.5833361934510086,0.30027228837937553,0.11639151816961579
1996,OH,4534434,0.4737574744720069,0.4101687222705193,0.11607380325747381
1996,OK,1206713,0.40449137450247075,0.48256296236139,0.11294566313613925
1996,OR,1377760,0.4715197131575891,0.3905992335384973,0.1378810533039136
1996,PA,4501307,0.492261247677619,0.40014355830428805,0.10759519401809296
1996,RI,390247,0.5971858848370392,0.26824805828103737,0.1345660568819235
1996,SC,1150182,0.44006252923450373,0.498476762807973,0.061460707957523245
1996,SD,323826,0.43027119502448846,0.46488855125900946,0.10484025371650207
1996,TN,1894105,0.4799871179264085,0.4559039757563599,0.06400859508844546
1996,TX,5611644,0.43831771937065145,0.48758741645050896,0.07318479219280481
1996,UT,665629,0.3329677643251721,0.54371278895601,0.12308057491485497
1996,VA,2416642,0.45147771163457395,0.471046187230049,0.0774761011353771
1996,VT,258449,0.5335443356329489,0.31090079667555304,0.15338809591060518
1996,WA,2253837,0.49840472048333573,0.3730136651408243,0.12858161437583995
1996,WI,2196169,0.48810952162606797,0.3847741225743556,0.12711635579957645
1996,WV,636459,0.515055958042859,0.3675743449303097,0.11736969702683127
1996,WY,211571,0.3683586124752447,0.4981211980848037,0.1335201894399516
2000,AK,285560,0.27666339823504693,0.5862095531587057,0.13338702899565766
2000,AL,1666272,0.4156650294789806,0.5648375535326765,0.019077917650899733
2000,AR,921781,0.4586425626043496,0.5130719769663293,0.028285460429321063
2000,AZ,1532016,0.4473458501738885,0.5102113816043696,0.04237096740504016
2000,CA,10965822,0.5344973682775446,0.41651496805255456,0.0489876636699009
2000,CO,1741368,0.4239350901130605,0.507502147736722,0.06856276215021753
2000,CT,1459525,0.5590962813244035,0.384436032270773,0.05643068806632295
2000,DC,201894,0.8515508137933767,0.08951727143946824,0.05626219699446244
2000,DE,327529,0.5497772716309091,0.4191628832866708,0.03105984508242018
2000,FL,5963110,0.48837821204036147,0.4884682657204043,0.02314681433010627
2000,GA,2583208,0.4321099965624139,0.5495956965137921,0.01829430692379398
2000,HI,367951,0.5579166791230354,0.3746286869719066,0.06745463390505801
2000,IA,1353022,0.4719191557860848,0.4688563822317745,0.05922446198214072
2000,ID,501615,0.27638128843834414,0.6717043948047806,0.027409467420232647
2000,IL,4742108,0.545965212095549,0.42584879973210227,0.02817628784498371
2000,IN,2199302,0.4101210293083897,0.566468816015263,0.01477241415685522
2000,KS,1072216,0.3723839226424526,0.580416632469577,0.047199444887970336
2000,KY,1544106,0.4137818258591055,0.565064833631888,0.021101530594402198
2000,LA,1765656,0.44875332454339917,0.5255106317425365,0.02573604371406435
2000,MA,2733964,0.5912612602067913,0.32132902993601964,0.08740970985718904
2000,MD,2025212,0.5648830838450493,0.40184780655062285,0.03245141743185405
2000,ME,651817,0.4908601647394898,0.43971850994987854,0.06942132531063167
2000,MI,4232501,0.5127979887069135,0.46146214732140645,0.025302533891899848
2000,MN,2438685,0.479055720603522,0.4550235065209324,0.06590929127788132
2000,MO,2359892,0.47084273348102373,0.5042281595937441,0.02492910692523217
2000,MS,994184,0.40698100150475164,0.5761951509982056,0.016823847497042802
2000,MT,410986,0.3336512679264014,0.584394602249225,0.08195412982437358
2000,NC,2914990,0.43145671168683253,0.559577562873286,0.008965725439881441
2000,ND,288256,0.3305533969804618,0.6065858126110124,0.06286079040852575
2000,NE,697009,0.3325351609520107,0.6224625506987714,0.04501663536625782
2000,NH,569081,0.46803179160787306,0.4807030985044308,0.04902289832203149
2000,NJ,3187226,0.5612560891508792,0.40291243859079967,0.03583147225832119
2000,NM,598605,0.47908554054844177,0.47847411899332615,0.042440340458232056
2000,NV,609426,0.4594126276200884,0.49485089247915254,0.045736479900759075
2000,NY,6960215,0.5901681198066439,0.34530168967481606,0.06452990317109457
2000,OH,4701998,0.46440428090356484,0.4998647383516539,0.03573098074478126
2000,OK,1234229,0.38426904569573395,0.603078521084823,0.012652433219443069
2000,OR,1533950,0.46959940024120733,0.46518921737996677,0.06521138237882591
2000,PA,4912185,0.5060817131276611,0.4643813292862545,0.0295369575860844
2000,RI,409112,0.6098770018967911,0.31911799213907194,0.0702008252019007
2000,SC,1383902,0.40901523373764903,0.5686038462261056,0.022380920036245342
2000,SD,316269,0.37564225390411327,0.6029677268401266,0.021390019255760128
2000,TN,2076181,0.4728489471775341,0.5114915318076796,0.015453373284891828
2000,TX,6407637,0.37981958091571044,0.5929859946810345,0.02708455550774802
2000,UT,770754,0.26344722181136915,0.6683014295092857,0.06825005124851768
2000,VA,2739447,0.4443561054475593,0.5247372918694905,0.029881943326518088
2000,VT,294308,0.5063470921619528,0.4069716079753184,0.08493483017790886
2000,WA,2487433,0.5015821531675426,0.44578647947502503,0.05263136735743234
2000,WI,2598607,0.47832819660687437,0.4761316351414431,0.045540168251682535
2000,WV,648124,0.4559266436669526,0.5191521992705099,0.02488412711147867
2000,WY,213726,0.282983820405566,0.6922274313841086,0.02478874821032537
2004,AK,312598,0.35516861912104364,0.6106532991253942,0.031650874285823964
2004,AL,1883415,0.36844402322377173,0.6246068975770077,0.006472285715044215
2004,AR,1054945,0.44547630445189085,0.5430595907843537,0.011464104763755456
2004,AZ,2012585,0.44396832928795554,0.5486943408601376,0.005890931314702236
2004,CA,12421353,0.5430555753467436,0.44357695977241773,0.011688581751118417
2004,CO,2129630,0.47037842254288303,0.5171109535459211,0.012510623911195841
2004,CT,1578769,0.543137089719902,0.4394727791082799,0.01738253031317438
2004,DC,227586,0.8918386895503239,0.09339766066454,0.012540314430588876
2004,DE,375190,0.5334683760228152,0.4575281857192356,0.009003438257949305
2004,FL,7609810,0.4709111002771423,0.5209751623233695,0.008113737399488292
2004,GA,3301875,0.41374946053378764,0.5797475676698846,0.005568654173764906
2004,HI,429013,0.5400955215809311,0.45264595711551864,0.007258521303550242
2004,IA,1506908,0.4923313168421695,0.4990065750530225,0.007936118196996765
2004,ID,598376,0.3026491704212736,0.6839094482399026,0.013441381338823749
2004,IL,5274322,0.5482316020902781,0.4447862682634849,0.006150932764438728
2004,IN,2468002,0.39262974665336575,0.5994476503665718,0.007316849824270807
2004,KS,1187756,0.3662309430556444,0.620039806155473,0.013689680372062949
2004,KY,1795882,0.39687072981409693,0.5954951383220055,0.007621881615829993
2004,LA,1943106,0.4221586470321228,0.5672202134108999,0.010621139556977334
2004,MA,2927455,0.616166602048537,0.3658840187124994,0.01630768022053285
2004,MD,2384238,0.5597146761355201,0.4297821777859425,0.010485949808701983
2004,ME,740752,0.5357285569259347,0.44576457437846945,0.018506868695595827
2004,MI,4839252,0.5123070672905647,0.4781205855781017,0.00957234713133352
2004,MN,2828387,0.5108968468600654,0.47613533791521456,0.012072605340075456
2004,MO,2731364,0.46100446516831883,0.5329619193926551,0.0055598594694811826
2004,MS,1139824,0.40161112592821346,0.5901437414899142,0.008245132581872289
