state_fips,pop_total,white_pct,black_pct,hisp_other_pct,college_pct,wwc_pct,median_age,pop_density,state
1,4850771,0.6592929247742270,0.26407059826159600,0.07663647696417740,0.16565985077423800,0.34140016092287200,38.7,94.4,AL
2,738565,0.6153798243891870,0.030510517016105600,0.3541096585947070,0.1866064598241180,0.28186821742162200,33.9,1.2,AK
4,6809946,0.556012925799999,0.040550394966421200,0.40343667923358000,0.18864422713484100,0.27315679155165100,37.2,56.3,AZ
5,2977944,0.7301433472221100,0.15354586923058300,0.11631078354730600,0.14688926319635300,0.39243954889682300,37.9,56,AR
6,38982847,0.3790793935599420,0.05544641211043410,0.565474194329624,0.21685771180334800,0.1660323834223810,36.1,239.1,CA
8,5436519,0.6864642614143350,0.0386065053759584,0.2749292332097060,0.2660660249692860,0.270576999730894,36.5,48.5,CO
9,3594478,0.6805018698125290,0.09759970710628920,0.22189842308118200,0.26518426319482300,0.285644257664117,40.8,738.1,CT
10,943732,0.630381294689594,0.21341969966049700,0.15619900564990900,0.2137990446440300,0.31490401936142900,39.8,460.8,DE
11,672391,0.35976240015110300,0.46871388819897900,0.17152371164991800,0.4021811713720140,0.025028591994836300,33.9,9856.5,DC
12,20278447,0.5486096149276130,0.154321778191397,0.29706860688099000,0.20198085188673500,0.28739404945556200,41.8,350.6,FL
13,10201635,0.5361342569107800,0.30882441883090300,0.1550413242583170,0.19639312718010400,0.2520882191923160,36.4,168.4,GA
15,1421658,0.22230874092081200,0.01686551899261290,0.760825740086575,0.22181846829546900,0.09425614317930190,38.8,211.8,HI
16,1657375,0.825472810920884,0.006430650878648470,0.1680965382004680,0.17204374387208700,0.39692405158760100,35.9,19,ID
17,12854526,0.6188858305627140,0.14052622399301200,0.24058794544427400,0.22549131722165400,0.280545467020721,37.7,231.1,IL
18,6614418,0.7983443138912600,0.09135331332250250,0.11030237278623800,0.16725704362802600,0.4068507614728920,37.5,181,IN
19,3118102,0.8650300727814550,0.03341584079032690,0.10155408642821800,0.1835812298635520,0.42864537465419700,38.1,54.5,IA
20,2903820,0.7645983566474510,0.05630169914113130,0.17909994421141800,0.21018727056084700,0.3433553043921460,36.3,34.9,KS
21,4424376,0.8508483456198120,0.07876184121783500,0.07038981316235330,0.15653461640692400,0.4530905601151440,38.6,109.9,KY
22,4663461,0.5901739073190490,0.31951591318121900,0.09031017949973210,0.15513199316988000,0.30261644731241500,36.4,104.9,LA
