state_fips,pop_total,white_pct,black_pct,hisp_other_pct,college_pct,wwc_pct,median_age,pop_density,state
23,1330158,0.9358730316248150,0.012077512596248000,0.05204945577893750,0.2187913014844850,0.47957836587833900,44.3,43.1,ME
24,5996079,0.5185513733224660,0.2925483470114390,0.18890027966609500,0.26634022000043700,0.212155476937512,38.5,594.8,MD
25,6789319,0.72943501402718,0.06682304955769500,0.203741936415125,0.2917613681136500,0.29307018863011200,39.4,839.4,MA
26,9925568,0.754955484663447,0.1369400723464890,0.10810444299006400,0.1901191951936660,0.37881751452410600,39.6,174.8,MI
27,5490726,0.8076296285773500,0.05856110831245270,0.13380926311019700,0.23416757638243100,0.36620548903733300,37.9,66.6,MN
28,2986220,0.5700410552471020,0.37453971910977800,0.05541922564312070,0.1397479087274210,0.2992308001419860,36.9,63.2,MS
29,6075300,0.798161078465261,0.11491448981943300,0.08692443171530620,0.19023077049693000,0.3959369907658880,38.4,87.1,MO
30,1029862,0.8661257527707600,0.003961695838859960,0.12991255139038000,0.21003590772355900,0.4172753242667460,39.8,6.8,MT
31,1893921,0.7983680417504220,0.04607372746804120,0.15555823078153700,0.1992965915684970,0.3705803990768360,36.3,23.8,NE
32,2887725,0.5046436208433980,0.08403916577928990,0.4113172133773130,0.16141460838549400,0.27774112839692100,37.7,24.6,NV
33,1331848,0.9093455108991420,0.012138772592668200,0.07851571650819010,0.2542016806722690,0.4196897844198440,42.7,147,NH
34,8960161,0.560660238136346,0.126822163128542,0.31251759873511200,0.26203055949552700,0.23762251593470300,39.6,1195.5,NJ
35,2084828,0.38167561064989500,0.017884928636798800,0.6004394607133060,0.178093348707903,0.1778386514379120,37.3,17,NM
36,19798228,0.5592198958411830,0.14359209319137000,0.2971880109674460,0.24349719580964500,0.23854862162411700,38.4,411.2,NY
37,10052564,0.6364008227154780,0.21161705610628300,0.1519821211782390,0.20151237037635400,0.3060708690837480,38.4,196.1,NC
38,745475,0.856867098158892,0.022823032294845600,0.12030986954626200,0.18816191019148900,0.4062778765216810,35.1,9.7,ND
39,11609756,0.796156870135772,0.1213382951372970,0.08250483472693140,0.185070814580427,0.4035661903661020,39.3,282.3,OH
40,3896251,0.6645388092296930,0.07157829410887540,0.2638828966614320,0.16281394602144500,0.3453165619976740,36.3,54.7,OK
41,4025127,0.765192005121826,0.01804564178968760,0.2167623530884860,0.22432261143561400,0.37412285376337200,39.2,39.9,OR
42,12790505,0.772536737212487,0.10619307056289000,0.12127019222462300,0.20900027012225100,0.3854076910958560,40.7,283.9,PA
44,1056138,0.732279304409083,0.0547845073276409,0.2129361882632760,0.2276179817410230,0.3466251569397180,39.9,1018.1,RI
45,4893444,0.637521549240167,0.2699977766170410,0.09248067414279190,0.18352738889011500,0.3134730876658650,39,153.9,SC
46,855444,0.8268010530204200,0.01670711349895490,0.15649183348062500,0.1824947045043280,0.4026552293312010,36.8,10.7,SD
47,6597381,0.7425504150813790,0.16659913987080600,0.09085044504781520,0.17685396674832000,0.38426324021608000,38.6,153.9,TN
48,27419612,0.4287257237629770,0.1166691198985600,0.45460515633846300,0.18273033914557200,0.19333993493416300,34.3,96.3,TX
49,2993941,0.789997197673568,0.010592727111188900,0.19941007521524300,0.18943292469691300,0.3096587407701090,30.5,33.6,UT
50,624636,0.9323894236003050,0.012061424573671700,0.05554915182602350,0.257977446064588,0.42002542280624200,42.8,67.9,VT
51,8365952,0.6262248456601230,0.18839230729509300,0.18538284704478300,0.25502142493765200,0.2651665943098890,38,202.6,VA
53,7169967,0.6975599748227570,0.035091235426885500,0.2673487897503570,0.23533553222769400,0.32712563391156500,37.6,101.2,WA
54,1836843,0.9227174015416670,0.03506777661455010,0.04221482184378310,0.1401431695577680,0.5301710598020630,42.2,77.1,WV
55,5763217,0.8181418468192330,0.06230790893350020,0.11955024424726700,0.19684856565352300,0.40585631254211000,39.2,105,WI
56,583200,0.842980109739369,0.009929698216735250,0.14709019204389600,0.17824759945130300,0.41877400548696800,37,5.8,WY
72,3468963,0.007614955823973910,7.84095996411608E-04,0.9916009481796150,0.17174267929637800,0.0034981635722260500,40.1,NA,NA
