state,t,p_clinton
--,2016-03-04,0.5730337078651685
--,2016-03-04,0.5494505494505495
--,2016-03-05,0.5476190476190477
--,2016-03-07,0.5921052631578947
--,2016-03-11,0.5058823529411764
--,2016-03-12,0.5595238095238095
--,2016-03-14,0.5316455696202531
--,2016-03-18,0.5348837209302325
--,2016-03-18,0.5581395348837209
--,2016-03-18,0.5555555555555556
--,2016-03-18,0.5638297872340425
--,2016-03-19,0.54216867469879515
--,2016-03-20,0.5393258426966292
--,2016-03-20,0.6
--,2016-03-20,0.5698924731182796
--,2016-03-21,0.5512820512820513
--,2016-03-21,0.5632183908045977
--,2016-03-25,0.5393258426966292
--,2016-03-25,0.5365853658536586
--,2016-03-27,0.5232558139534884
--,2016-03-29,0.5844155844155844
--,2016-03-30,0.573170731707317
--,2016-03-30,0.5494505494505495
--,2016-03-31,0.5769230769230769
--,2016-04-02,0.54216867469879515
--,2016-04-04,0.5342465753424658
--,2016-04-07,0.5443037974683544
--,2016-04-09,0.5542168674698795
--,2016-04-10,0.5555555555555556
--,2016-04-11,0.5584415584415584
--,2016-04-12,0.5617977528089888
--,2016-04-12,0.5393258426966292
--,2016-04-14,0.5517241379310345
--,2016-04-16,0.5542168674698795
--,2016-04-18,0.5168539325842697
--,2016-04-18,0.5714285714285714
--,2016-04-19,0.5402298850574713
--,2016-04-21,0.55
--,2016-04-21,0.5348837209302325
--,2016-04-22,0.5617977528089888
--,2016-04-24,0.5180722891566265
--,2016-04-25,0.5
--,2016-04-25,0.5443037974683544
--,2016-04-25,0.5402298850574713
--,2016-04-27,0.4875
--,2016-04-28,0.5375
--,2016-04-29,0.5684210526315789
--,2016-04-30,0.5294117647058824
--,2016-05-02,0.5555555555555556
--,2016-05-05,0.5268817204301075
--,2016-05-07,0.525
--,2016-05-07,0.5121951219512195
--,2016-05-07,0.5365853658536586
--,2016-05-09,0.5256410256410257
--,2016-05-10,0.51
--,2016-05-12,0.5161290322580645
--,2016-05-13,0.5227272727272727
--,2016-05-13,0.5121951219512195
--,2016-05-15,0.48148148148148145
--,2016-05-15,0.5340909090909091
--,2016-05-16,0.5324675324675324
--,2016-05-17,0.46835443037974683
--,2016-05-17,0.5116279069767442
--,2016-05-17,0.5168539325842697
--,2016-05-17,0.4888888888888889
--,2016-05-18,0.5
--,2016-05-19,0.5222222222222223
--,2016-05-21,0.5121951219512195
--,2016-05-21,0.5060240963855421
--,2016-05-23,0.5063291139240507
--,2016-05-23,0.5324675324675324
--,2016-05-26,0.5108695652173914
--,2016-05-27,0.5128205128205128
--,2016-05-27,0.5185185185185185
--,2016-05-30,0.5584415584415584
--,2016-05-31,0.5064935064935064
--,2016-06-02,0.5068493150684932
--,2016-06-02,0.5217391304347826
--,2016-06-03,0.5238095238095238
--,2016-06-03,0.5176470588235295
--,2016-06-06,0.525
--,2016-06-06,0.52
--,2016-06-06,0.5526315789473685
--,2016-06-08,0.5416666666666666
--,2016-06-09,0.525
--,2016-06-11,0.5697674418604651
--,2016-06-11,0.5492957746478874
--,2016-06-12,0.5333333333333333
--,2016-06-13,0.5735294117647058
--,2016-06-14,0.5301204819277109
--,2016-06-16,0.525
--,2016-06-16,0.5263157894736842
--,2016-06-17,0.5
--,2016-06-17,0.5384615384615384
--,2016-06-17,0.525
--,2016-06-18,0.5494505494505495
--,2016-06-19,0.524390243902439
--,2016-06-20,0.5301204819277109
--,2016-06-20,0.5641025641025641
--,2016-06-20,0.5555555555555556
--,2016-06-21,0.5064935064935064
--,2016-06-21,0.5802469135802469
--,2016-06-23,0.5384615384615384
--,2016-06-24,0.5131578947368421
--,2016-06-25,0.5647058823529412
--,2016-06-25,0.5333333333333333
--,2016-06-25,0.52
--,2016-06-26,0.5068493150684932
--,2016-06-27,0.527027027027027
--,2016-06-27,0.5232558139534884
--,2016-06-27,0.5753424657534246
--,2016-06-27,0.5324675324675324
--,2016-06-27,0.5208333333333334
--,2016-06-28,0.47560975609756095
--,2016-06-30,0.5189873417721519
--,2016-07-02,0.5066666666666667
--,2016-07-03,0.5263157894736842
--,2016-07-03,0.5316455696202531
--,2016-07-04,0.56
--,2016-07-05,0.48717948717948717
--,2016-07-07,0.5333333333333333
--,2016-07-07,0.5128205128205128
--,2016-07-08,0.5857142857142857
--,2016-07-09,0.5263157894736842
--,2016-07-09,0.5131578947368421
--,2016-07-10,0.5
--,2016-07-10,0.5194805194805194
--,2016-07-11,0.5394736842105263
--,2016-07-12,0.4567901234567901
--,2016-07-12,0.525
--,2016-07-13,0.5492957746478874
--,2016-07-14,0.5176470588235295
--,2016-07-14,0.4936708860759494
--,2016-07-14,0.5316455696202531
--,2016-07-15,0.5180722891566265
--,2016-07-15,0.5205479452054794
--,2016-07-15,0.5180722891566265
--,2016-07-16,0.5194805194805194
--,2016-07-18,0.49411764705882355
--,2016-07-18,0.527027027027027
--,2016-07-18,0.5058823529411764
--,2016-07-21,0.4875
--,2016-07-21,0.49
--,2016-07-22,0.5342465753424658
--,2016-07-22,0.5227272727272727
--,2016-07-23,0.4823529411764706
--,2016-07-23,0.47368421052631576
--,2016-07-23,0.5128205128205128
--,2016-07-23,0.4936708860759494
--,2016-07-23,0.46987951807228917
--,2016-07-26,0.5058823529411764
--,2016-07-27,0.5
--,2016-07-28,0.5157894736842106
--,2016-07-28,0.5308641975308642
--,2016-07-29,0.5974025974025974
--,2016-07-29,0.5287356321839081
--,2016-07-29,0.5324675324675324
--,2016-07-30,0.5294117647058824
--,2016-07-30,0.5308641975308642
--,2016-07-30,0.5487804878048781
--,2016-07-31,0.5324675324675324
--,2016-08-01,0.525
--,2016-08-01,0.5238095238095238
--,2016-08-01,0.527027027027027
--,2016-08-01,0.5584415584415584
--,2016-08-01,0.5569620253164557
--,2016-08-02,0.5465116279069767
--,2016-08-02,0.5921052631578947
--,2016-08-02,0.5714285714285714
--,2016-08-04,0.5268817204301075
--,2016-08-04,0.5540540540540541
--,2016-08-04,0.5365853658536586
--,2016-08-05,0.5747126436781609
--,2016-08-05,0.5357142857142857
--,2016-08-06,0.5238095238095238
--,2016-08-07,0.5384615384615384
--,2016-08-08,0.5333333333333333
--,2016-08-09,0.5180722891566265
--,2016-08-11,0.53125
--,2016-08-11,0.5375
--,2016-08-12,0.5135135135135135
--,2016-08-12,0.5487804878048781
--,2016-08-12,0.5416666666666666
--,2016-08-13,0.5783132530120482
--,2016-08-15,0.527027027027027
--,2016-08-15,0.5125
--,2016-08-15,0.5394736842105263
--,2016-08-18,0.5052631578947369
--,2016-08-18,0.5308641975308642
--,2016-08-18,0.5280898876404494
--,2016-08-19,0.52
--,2016-08-21,0.54216867469879515
--,2016-08-21,0.525
--,2016-08-22,0.52
--,2016-08-23,0.525
--,2016-08-25,0.5154639175257731
--,2016-08-25,0.5131578947368421
--,2016-08-25,0.5256410256410257
--,2016-08-26,0.5454545454545454
--,2016-08-26,0.5411764705882353
--,2016-08-27,0.5128205128205128
--,2016-08-27,0.5316455696202531
--,2016-08-28,0.5316455696202531
--,2016-08-29,0.5
--,2016-08-29,0.4936708860759494
--,2016-08-29,0.5125
--,2016-08-29,0.54216867469879515
--,2016-08-30,0.5121951219512195
