low,high,mean,prob,state,t
0.4829885631730475,0.5839124933832086,0.533428342655121,0.863,FL,2016-02-29
0.4834751617972798,0.5842233569223381,0.5343748123579614,0.8773333333333333,FL,2016-03-01
0.4844380412283963,0.5829020187270684,0.5340633723832355,0.8753333333333333,FL,2016-03-02
0.4848358885581214,0.5820978431162753,0.5337537195927279,0.8733333333333333,FL,2016-03-03
0.48308692132816955,0.5794535098496808,0.5314349048291709,0.859,FL,2016-03-04
0.48368407421835796,0.5812772403054205,0.5321241752390021,0.8653333333333333,FL,2016-03-05
0.4846808294879231,0.5810407277002859,0.5330850405851695,0.871,FL,2016-03-06
0.48143381873042207,0.57802030105759294,0.5300001883345995,0.8446666666666667,FL,2016-03-07
0.47704228642871865,0.5751551614790484,0.5270751607017312,0.8213333333333334,FL,2016-03-08
0.47696259441425276,0.5760278084230456,0.5271648824590922,0.82,FL,2016-03-09
0.4770264631678507,0.5756576749974219,0.5273404632196537,0.8243333333333334,FL,2016-03-10
0.4801957155074591,0.5777035927269195,0.5298141494808696,0.8403333333333334,FL,2016-03-11
0.4794202426896957,0.5782146739409226,0.5297485266462595,0.839,FL,2016-03-12
0.4789394137758025,0.5785898914510309,0.5296175532227939,0.838,FL,2016-03-13
0.4803355710825451,0.5798857105217353,0.5311050021938476,0.849,FL,2016-03-14
0.48275480243415814,0.5817789365717724,0.5327258821785661,0.8616666666666667,FL,2016-03-15
0.4855762556465997,0.5826816886314321,0.5344174675129147,0.8803333333333333,FL,2016-03-16
0.4857895645590669,0.58390229977647,0.535067227385241,0.8883333333333333,FL,2016-03-17
0.48640015462813146,0.5835263164245816,0.5356713730206056,0.8866666666666667,FL,2016-03-18
0.48762651626394427,0.5844628073518516,0.5371137143972523,0.892,FL,2016-03-19
0.48645507638025526,0.5855377053070975,0.537096835100857,0.8923333333333333,FL,2016-03-20
0.4854133318442321,0.5848173616317284,0.5361711387308266,0.8866666666666667,FL,2016-03-21
0.484453449884908,0.5843308060881619,0.5354161703514604,0.8853333333333333,FL,2016-03-22
0.4837623106059694,0.5835759607859087,0.5347536281100701,0.879,FL,2016-03-23
0.482451543469977,0.5822771258085387,0.533894977389646,0.8776666666666667,FL,2016-03-24
0.48407673263055684,0.5830479051113635,0.5348596782145594,0.8786666666666667,FL,2016-03-25
0.48556954245448797,0.584580196296867,0.536382207968069,0.8913333333333333,FL,2016-03-26
0.4897836310645674,0.588188518334622,0.5402854685945573,0.9113333333333333,FL,2016-03-27
0.49460715334356314,0.592606566275552,0.5447312797107248,0.928,FL,2016-03-28
0.49627962048252305,0.594180965064192,0.54626977581269065,0.9363333333333334,FL,2016-03-29
0.4985803844526287,0.5954979530306728,0.5478399428213433,0.9436666666666667,FL,2016-03-30
0.49537677154992993,0.5918824264735885,0.5449343100711663,0.9326666666666666,FL,2016-03-31
0.49043673671459076,0.5875236646480394,0.5402601951071265,0.9136666666666666,FL,2016-04-01
0.48700809847177096,0.5847521719212376,0.5365369125413922,0.89,FL,2016-04-02
